review_id,product_id,rating,review_title,review_text,review_date,reviewer_name,verified_purchase,helpful_votes
R0003616,P0001301,5,Contrast is solid,Contrast is reliable and comfort is excellent.,2025-07-06,Rahul J.,1,211
R0003617,P0001083,5,Refresh rate is poor,Refresh rate is underwhelming and fit is reliable.,2025-09-07,Nikhil E.,1,96
R0003618,P0000156,4,Fit is impressive,Fit is top-notch and refresh rate is reliable.,2025-05-28,Kavya N.,1,54
R0003619,P0001188,3,Video stabilization is great,Video stabilization is reliable and port selection is solid.,2025-01-30,Kavya O.,True,231
R0003620,P0001234,3,Display is mediocre,Display is mediocre and build quality is inconsistent.,2024-07-11,Sana L.,False,112
R0003621,P0001382,5,Port selection is mediocre,Port selection is excellent and contrast is reliable.,2023-07-05,Diya U.,No,222
R0003622,P0001763,5,Video stabilization is great,Video stabilization is underwhelming and ergonomics is weak.,2024-10-25,Rahul S.,True,197
R0003623,P0001704,2,Noise cancellation is poor,Noise cancellation is underwhelming and fit is weak.,2024-11-23,Farhan R.,No,61
R0003624,P0000113,2,Refresh rate is solid,Refresh rate is excellent and heart rate accuracy is inconsistent.,2023-07-26,Aditi T.,1,173
R0003625,P0000410,2,Contrast is poor,Contrast is excellent and display is solid.,2024-04-15,Rohan G.,No,31
R0003626,P0000110,5,Fit is mediocre,Fit is underwhelming and ergonomics is solid.,2025-07-23,Rahul X.,0,89
R0003627,P0000304,4,Wi-fi range is great,Wi-fi range is mediocre and noise cancellation is solid.,2023-08-26,Anaya D.,Yes,30
R0003628,P0001321,4,Display is solid,Display is underwhelming and ergonomics is inconsistent.,2025-02-10,Nikhil N.,1,113
R0003629,P0000849,5,Fit is impressive,Fit is reliable and Bluetooth connectivity is inconsistent.,2024-09-18,Anil C.,No,0
R0003630,P0001105,2,Camera is mediocre,Camera is underwhelming and video stabilization is inconsistent.,2023-04-09,Rohan E.,Yes,230
R0003631,P0001898,3,Notifications is solid,Notifications is underwhelming and image quality is reliable.,2023-03-17,Vikram T.,0,43
R0003632,P0001906,1,Video stabilization is poor,Video stabilization is reliable and comfort is weak.,2024-06-24,Aryan Q.,No,29
R0003633,P0001099,5,Build quality is great,Build quality is top-notch and comfort is excellent.,2024-07-12,Tanvi G.,1,210
R0003634,P0000552,1,Fit is solid,Fit is mediocre and build quality is reliable.,2025-05-24,Sana H.,True,189
R0003635,P0001798,3,Comfort is impressive,Comfort is excellent and performance is excellent.,2023-01-16,Ira S.,0,3
R0003636,P0000435,2,Display is mediocre,Display is reliable and camera is reliable.,2024-04-30,Nikhil J.,1,191
R0003637,P0001106,5,Wi-fi range is solid,Wi-fi range is reliable and notifications is inconsistent.,2024-09-23,Aditi R.,False,200
R0003638,P0001447,4,Contrast is great,Contrast is reliable and video stabilization is reliable.,2025-05-19,Anaya O.,True,160
R0003639,P0000208,5,Performance is solid,Performance is mediocre and refresh rate is solid.,2025-09-03,Karan A.,True,166
R0003640,P0000917,2,Image quality is great,Image quality is mediocre and build quality is reliable.,2025-10-12,Farhan F.,True,121
R0003641,P0001252,3,Heart rate accuracy is poor,Heart rate accuracy is reliable and Bluetooth connectivity is solid.,2024-08-16,Karan D.,1,249
R0003642,P0001317,2,Battery life is mediocre,Battery life is top-notch and contrast is excellent.,2025-05-26,Priya V.,1,83
R0003643,P0000449,1,Noise cancellation is impressive,Noise cancellation is underwhelming and fit is inconsistent.,2025-10-09,Vihaan V.,0,215
R0003644,P0000578,4,Display is great,Display is mediocre and build quality is inconsistent.,2025-11-01,Tanvi B.,No,18
R0003645,P0001048,5,Contrast is impressive,Contrast is mediocre and port selection is reliable.,2023-04-08,Diya J.,No,2
R0003646,P0000149,3,Fit is great,Fit is excellent and port selection is solid.,2024-02-06,Sana M.,No,88
R0003647,P0000150,5,Camera is great,Camera is excellent and battery life is weak.,2024-10-27,Anil Y.,1,33
R0003648,P0001961,5,Heart rate accuracy is impressive,Heart rate accuracy is underwhelming and refresh rate is reliable.,2023-06-13,Ritu Q.,False,134
R0003649,P0000304,5,Wi-fi range is solid,Wi-fi range is excellent and battery life is excellent.,2025-01-28,Rahul T.,Yes,213
R0003650,P0000160,3,Fit is mediocre,Fit is mediocre and image quality is excellent.,2024-07-16,Vikram H.,Yes,202
R0003651,P0001112,3,Ergonomics is great,Ergonomics is excellent and fit is solid.,2024-02-14,Aarav Y.,False,111
R0003652,P0001664,5,Ergonomics is solid,Ergonomics is reliable and port selection is weak.,2025-04-11,Aarav I.,Yes,103
R0003653,P0001064,4,Noise cancellation is solid,Noise cancellation is reliable and performance is solid.,2025-01-20,Ira M.,Yes,240
R0003654,P0000929,1,Performance is mediocre,Performance is top-notch and battery life is reliable.,2025-04-08,Farhan A.,False,113
R0003655,P0001826,4,Software is poor,Software is mediocre and port selection is inconsistent.,2025-09-08,Karan R.,False,70
R0003656,P0000095,4,Software is impressive,Software is top-notch and ergonomics is inconsistent.,2025-03-22,Sana N.,False,209
R0003657,P0000655,4,Charging speed is great,Charging speed is excellent and contrast is solid.,2023-09-16,Priya C.,Yes,182
R0003658,P0001588,5,Ergonomics is impressive,Ergonomics is excellent and performance is reliable.,2024-08-14,Aryan I.,1,114
R0003659,P0001428,2,Image quality is poor,Image quality is underwhelming and notifications is inconsistent.,2025-08-19,Sneha Q.,0,205
R0003660,P0001325,4,Hdr is impressive,Hdr is reliable and heart rate accuracy is inconsistent.,2025-09-04,Ira U.,1,148
R0003661,P0000954,5,Software is solid,Software is reliable and performance is weak.,2023-08-27,Anil A.,0,249
R0003662,P0000870,5,Battery life is solid,Battery life is excellent and camera is inconsistent.,2025-05-28,Aarav Q.,1,208
R0003663,P0001200,4,Video stabilization is solid,Video stabilization is underwhelming and fit is excellent.,2024-10-25,Vihaan X.,Yes,8
R0003664,P0000316,1,Ergonomics is solid,Ergonomics is mediocre and display is inconsistent.,2023-02-24,Karan M.,Yes,98
R0003665,P0000313,1,Video stabilization is poor,Video stabilization is excellent and Wi-Fi range is inconsistent.,2023-11-21,Priya R.,No,243
R0003666,P0000059,5,Image quality is poor,Image quality is mediocre and heart rate accuracy is excellent.,2025-01-13,Anaya K.,True,215
R0003667,P0001705,3,Image quality is impressive,Image quality is mediocre and performance is reliable.,2024-04-08,Anaya C.,1,40
R0003668,P0001131,5,Performance is impressive,Performance is underwhelming and fit is reliable.,2024-04-11,Kavya P.,False,2
R0003669,P0000487,5,Video stabilization is great,Video stabilization is reliable and display is inconsistent.,2024-05-17,Nikhil V.,No,98
R0003670,P0001861,5,Refresh rate is mediocre,Refresh rate is mediocre and port selection is reliable.,2025-01-12,Anil V.,True,151
R0003671,P0000164,3,Wi-fi range is great,Wi-fi range is reliable and ergonomics is inconsistent.,2023-04-12,Sneha G.,True,102
R0003672,P0000114,1,Video stabilization is great,Video stabilization is top-notch and Bluetooth connectivity is weak.,2024-09-06,Anaya G.,0,118
R0003673,P0001029,2,Battery life is impressive,Battery life is reliable and HDR is solid.,2025-11-09,Aarav Q.,True,149
R0003674,P0000573,5,Video stabilization is mediocre,Video stabilization is reliable and contrast is excellent.,2025-01-03,Vihaan J.,No,100
R0003675,P0000516,3,Bluetooth connectivity is solid,Bluetooth connectivity is mediocre and notifications is solid.,2023-01-17,Sara O.,False,108
R0003676,P0000572,3,Port selection is mediocre,Port selection is reliable and heart rate accuracy is inconsistent.,2024-03-27,Sana Y.,Yes,161
R0003677,P0001915,4,Bluetooth connectivity is solid,Bluetooth connectivity is excellent and refresh rate is excellent.,2025-05-11,Sana P.,True,38
R0003678,P0000763,4,Bluetooth connectivity is poor,Bluetooth connectivity is excellent and notifications is reliable.,2024-08-05,Ira O.,True,12
R0003679,P0000060,2,Build quality is great,Build quality is mediocre and Wi-Fi range is solid.,2025-02-12,Aditi C.,1,210
R0003680,P0000566,1,Build quality is solid,Build quality is excellent and notifications is reliable.,2023-06-24,Anil W.,False,90
R0003681,P0001906,3,Noise cancellation is mediocre,Noise cancellation is excellent and ergonomics is weak.,2025-03-24,Anaya N.,False,109
R0003682,P0001442,5,Charging speed is impressive,Charging speed is mediocre and ergonomics is weak.,2025-07-16,Meera H.,True,24
R0003683,P0001468,5,Performance is solid,Performance is mediocre and build quality is weak.,2023-08-24,Sneha O.,False,121
R0003684,P0000336,3,Noise cancellation is mediocre,Noise cancellation is top-notch and video stabilization is excellent.,2024-06-26,Nikhil D.,Yes,100
R0003685,P0000202,5,Notifications is impressive,Notifications is underwhelming and Wi-Fi range is weak.,2025-11-13,Sana Q.,Yes,136
R0003686,P0000512,5,Video stabilization is solid,Video stabilization is mediocre and HDR is weak.,2025-04-15,Sara U.,0,31
R0003687,P0001163,4,Camera is solid,Camera is reliable and charging speed is solid.,2024-03-21,Sneha Q.,False,152
R0003688,P0001611,4,Battery life is impressive,Battery life is excellent and fit is reliable.,2023-01-08,Sana Y.,0,119
R0003689,P0000651,5,Comfort is mediocre,Comfort is underwhelming and noise cancellation is excellent.,2025-02-14,Vihaan Z.,Yes,151
R0003690,P0000912,2,Battery life is solid,Battery life is top-notch and refresh rate is weak.,2025-03-17,Meera J.,1,220
R0003691,P0000527,4,Image quality is great,Image quality is mediocre and HDR is reliable.,2025-08-19,Rahul D.,No,99
R0003692,P0000925,5,Comfort is poor,Comfort is excellent and fit is solid.,2025-10-29,Farhan W.,Yes,189
R0003693,P0001686,4,Hdr is mediocre,Hdr is excellent and battery life is solid.,2024-10-15,Priya L.,False,137
R0003694,P0001265,5,Comfort is poor,Comfort is reliable and build quality is excellent.,2024-10-19,Sneha K.,Yes,196
R0003695,P0000884,4,Video stabilization is impressive,Video stabilization is underwhelming and fit is solid.,2025-07-12,Sara T.,True,90
R0003696,P0001794,5,Fit is impressive,Fit is mediocre and camera is solid.,2023-02-26,Meera K.,False,166
R0003697,P0000181,4,Video stabilization is solid,Video stabilization is underwhelming and fit is solid.,2025-07-01,Anaya I.,0,94
R0003698,P0001739,4,Performance is poor,Performance is mediocre and HDR is solid.,2023-07-17,Ritu D.,1,214
R0003699,P0001753,4,Build quality is great,Build quality is excellent and Wi-Fi range is solid.,2025-11-15,Vikram A.,1,215
R0003700,P0000349,3,Refresh rate is great,Refresh rate is reliable and port selection is weak.,2024-11-12,Nikhil P.,Yes,3
R0003701,P0001221,5,Wi-fi range is solid,Wi-fi range is mediocre and performance is inconsistent.,2023-07-16,Ira K.,0,176
R0003702,P0001516,4,Port selection is great,Port selection is excellent and performance is excellent.,2023-03-01,Anaya G.,True,160
R0003703,P0000778,4,Camera is mediocre,Camera is reliable and ergonomics is inconsistent.,2024-12-13,Ritu L.,False,16
R0003704,P0001730,5,Camera is impressive,Camera is mediocre and battery life is solid.,2023-01-16,Tanvi T.,No,248
R0003705,P0000798,5,Display is great,Display is underwhelming and image quality is solid.,2023-10-23,Karan T.,Yes,212
R0003706,P0000369,5,Refresh rate is mediocre,Refresh rate is top-notch and ergonomics is weak.,2024-09-27,Vihaan F.,1,161
R0003707,P0001439,5,Contrast is mediocre,Contrast is underwhelming and heart rate accuracy is inconsistent.,2025-10-27,Sara P.,True,219
R0003708,P0000943,5,Battery life is mediocre,Battery life is excellent and software is weak.,2024-07-16,Rohan V.,1,207
R0003709,P0001513,3,Performance is great,Performance is excellent and software is weak.,2024-09-28,Sana S.,Yes,196
R0003710,P0001911,4,Image quality is great,Image quality is mediocre and Wi-Fi range is inconsistent.,2025-09-24,Aditi Z.,0,31
R0003711,P0000630,4,Bluetooth connectivity is mediocre,Bluetooth connectivity is underwhelming and ergonomics is reliable.,2023-10-27,Rahul P.,0,235
R0003712,P0000998,1,Video stabilization is mediocre,Video stabilization is underwhelming and refresh rate is excellent.,2024-07-09,Tanvi G.,1,23
R0003713,P0000667,5,Noise cancellation is impressive,Noise cancellation is reliable and Wi-Fi range is reliable.,2023-05-05,Ritu C.,No,241
R0003714,P0001294,1,Image quality is great,Image quality is top-notch and fit is solid.,2023-10-25,Rahul B.,True,183
R0003715,P0001228,4,Camera is impressive,Camera is top-notch and performance is solid.,2024-07-09,Sana Y.,No,78
R0003716,P0000561,2,Refresh rate is impressive,Refresh rate is mediocre and comfort is solid.,2023-08-16,Sara K.,1,18
R0003717,P0000417,3,Fit is solid,Fit is reliable and Bluetooth connectivity is reliable.,2024-03-20,Anil Z.,0,209
R0003718,P0001200,2,Fit is impressive,Fit is mediocre and ergonomics is inconsistent.,2024-10-10,Anaya G.,True,38
R0003719,P0000484,5,Heart rate accuracy is solid,Heart rate accuracy is underwhelming and Bluetooth connectivity is solid.,2024-09-07,Sneha P.,No,16
R0003720,P0000496,4,Refresh rate is great,Refresh rate is top-notch and HDR is inconsistent.,2023-11-25,Sneha Q.,Yes,132
R0003721,P0001656,4,Build quality is mediocre,Build quality is excellent and battery life is reliable.,2023-06-06,Sana A.,False,70
R0003722,P0000132,2,Fit is poor,Fit is underwhelming and Bluetooth connectivity is weak.,2024-12-14,Nikhil T.,1,18
R0003723,P0000363,4,Image quality is great,Image quality is excellent and notifications is inconsistent.,2024-09-11,Anil Q.,Yes,227
R0003724,P0000435,5,Comfort is great,Comfort is reliable and refresh rate is inconsistent.,2023-04-07,Farhan K.,False,204
R0003725,P0001507,5,Comfort is great,Comfort is excellent and contrast is reliable.,2023-03-27,Diya R.,No,150
R0003726,P0000594,5,Refresh rate is mediocre,Refresh rate is excellent and comfort is solid.,2023-08-23,Ira B.,Yes,39
R0003727,P0000142,4,Hdr is great,Hdr is mediocre and camera is weak.,2025-09-22,Vikram X.,Yes,26
R0003728,P0001478,3,Heart rate accuracy is mediocre,Heart rate accuracy is reliable and display is solid.,2023-09-08,Aditi V.,Yes,163
R0003729,P0000737,4,Contrast is impressive,Contrast is underwhelming and noise cancellation is excellent.,2023-12-30,Priya Z.,True,201
R0003730,P0000780,4,Battery life is solid,Battery life is underwhelming and fit is excellent.,2024-12-18,Vikram I.,1,176
R0003731,P0001586,4,Noise cancellation is solid,Noise cancellation is reliable and video stabilization is weak.,2024-01-24,Rohan J.,0,171
R0003732,P0000813,4,Refresh rate is great,Refresh rate is top-notch and display is reliable.,2025-01-31,Vihaan U.,False,43
R0003733,P0000776,3,Fit is impressive,Fit is top-notch and charging speed is inconsistent.,2023-12-10,Meera P.,True,168
R0003734,P0001861,5,Comfort is impressive,Comfort is reliable and build quality is inconsistent.,2024-03-18,Aditi B.,1,34
R0003735,P0001720,4,Hdr is solid,Hdr is underwhelming and display is inconsistent.,2024-12-26,Meera M.,False,116
R0003736,P0001607,3,Software is solid,Software is mediocre and notifications is weak.,2025-02-23,Meera S.,Yes,207
R0003737,P0001905,5,Video stabilization is poor,Video stabilization is reliable and comfort is inconsistent.,2023-07-30,Aarav V.,True,25
R0003738,P0000356,5,Comfort is mediocre,Comfort is mediocre and heart rate accuracy is inconsistent.,2024-10-30,Ira V.,0,124
R0003739,P0000619,5,Comfort is poor,Comfort is excellent and contrast is inconsistent.,2023-08-30,Sana G.,0,180
R0003740,P0000320,2,Contrast is mediocre,Contrast is reliable and performance is excellent.,2025-08-20,Aditi D.,False,198
R0003741,P0000461,3,Display is poor,Display is reliable and charging speed is inconsistent.,2023-05-24,Ira D.,0,216
R0003742,P0001745,1,Wi-fi range is impressive,Wi-fi range is excellent and contrast is reliable.,2024-11-19,Aarav K.,No,90
R0003743,P0001936,3,Comfort is great,Comfort is underwhelming and charging speed is solid.,2023-01-23,Kavya J.,1,187
R0003744,P0001431,3,Display is great,Display is underwhelming and battery life is weak.,2024-10-09,Farhan V.,False,208
R0003745,P0001622,3,Software is great,Software is mediocre and Wi-Fi range is inconsistent.,2023-06-28,Tanvi E.,Yes,27
R0003746,P0000426,5,Comfort is solid,Comfort is reliable and battery life is solid.,2023-06-04,Vikram W.,1,224
R0003747,P0001690,3,Battery life is impressive,Battery life is mediocre and display is solid.,2023-02-24,Farhan Z.,1,172
R0003748,P0000133,3,Display is poor,Display is mediocre and ergonomics is reliable.,2023-09-11,Karan K.,Yes,213
R0003749,P0000780,3,Bluetooth connectivity is poor,Bluetooth connectivity is underwhelming and image quality is reliable.,2023-09-11,Anaya W.,True,248
R0003750,P0000446,2,Wi-fi range is great,Wi-fi range is excellent and software is inconsistent.,2025-04-10,Nikhil H.,True,171
R0003751,P0001697,5,Fit is poor,Fit is top-notch and software is reliable.,2023-07-11,Diya O.,True,196
R0003752,P0000183,5,Battery life is poor,Battery life is top-notch and display is reliable.,2025-10-03,Rahul O.,1,21
R0003753,P0001931,2,Charging speed is mediocre,Charging speed is reliable and build quality is weak.,2023-06-09,Karan A.,0,45
R0003754,P0001095,4,Camera is mediocre,Camera is reliable and comfort is solid.,2023-06-23,Vihaan O.,No,246
R0003755,P0001289,3,Charging speed is mediocre,Charging speed is top-notch and Bluetooth connectivity is reliable.,2025-02-27,Rohan P.,0,247
R0003756,P0001991,5,Software is impressive,Software is underwhelming and charging speed is inconsistent.,2024-05-20,Nikhil G.,False,216
R0003757,P0000122,5,Software is impressive,Software is excellent and Bluetooth connectivity is inconsistent.,2023-09-06,Sana D.,True,69
R0003758,P0001598,5,Refresh rate is mediocre,Refresh rate is mediocre and fit is excellent.,2025-09-14,Vihaan S.,1,114
R0003759,P0001934,5,Refresh rate is mediocre,Refresh rate is excellent and display is solid.,2025-02-07,Ira N.,True,160
R0003760,P0000059,4,Refresh rate is solid,Refresh rate is mediocre and video stabilization is reliable.,2024-06-17,Sneha C.,Yes,165
R0003761,P0000368,2,Notifications is great,Notifications is reliable and contrast is reliable.,2024-12-10,Tanvi V.,False,167
R0003762,P0001381,3,Heart rate accuracy is poor,Heart rate accuracy is reliable and contrast is weak.,2024-10-19,Sara M.,No,54
R0003763,P0000116,5,Build quality is solid,Build quality is top-notch and camera is inconsistent.,2025-09-27,Sana H.,No,96
R0003764,P0000864,5,Hdr is poor,Hdr is underwhelming and video stabilization is reliable.,2023-09-23,Aditi E.,Yes,248
R0003765,P0000388,5,Hdr is solid,Hdr is reliable and port selection is excellent.,2024-05-28,Sara V.,0,3
R0003766,P0000655,4,Refresh rate is mediocre,Refresh rate is reliable and heart rate accuracy is inconsistent.,2023-02-20,Karan L.,False,133
R0003767,P0000682,3,Display is poor,Display is excellent and contrast is reliable.,2024-03-12,Tanvi L.,0,95
R0003768,P0000610,3,Hdr is poor,Hdr is reliable and display is reliable.,2024-09-14,Ritu T.,1,179
R0003769,P0001753,5,Fit is solid,Fit is mediocre and contrast is weak.,2024-02-23,Sara K.,0,240
R0003770,P0000255,1,Contrast is mediocre,Contrast is reliable and fit is reliable.,2023-08-14,Nikhil G.,True,136
R0003771,P0001177,4,Contrast is great,Contrast is underwhelming and battery life is inconsistent.,2024-07-26,Vihaan N.,0,7
R0003772,P0000546,1,Display is great,Display is underwhelming and Bluetooth connectivity is inconsistent.,2024-02-29,Priya R.,1,41
R0003773,P0001089,5,Port selection is solid,Port selection is underwhelming and performance is reliable.,2024-12-27,Sana S.,0,21
R0003774,P0001392,3,Battery life is solid,Battery life is underwhelming and software is weak.,2025-07-19,Anil K.,True,122
R0003775,P0001999,2,Fit is great,Fit is mediocre and Bluetooth connectivity is inconsistent.,2025-01-05,Sara I.,Yes,155
R0003776,P0001321,1,Contrast is impressive,Contrast is excellent and heart rate accuracy is reliable.,2024-12-08,Vikram O.,0,147
R0003777,P0000880,1,Image quality is solid,Image quality is top-notch and camera is excellent.,2023-09-11,Anaya W.,False,38
R0003778,P0000723,1,Video stabilization is impressive,Video stabilization is underwhelming and port selection is solid.,2024-06-27,Vikram U.,No,38
R0003779,P0000734,2,Contrast is solid,Contrast is underwhelming and Wi-Fi range is solid.,2023-10-14,Farhan D.,False,240
R0003780,P0000031,5,Contrast is mediocre,Contrast is top-notch and camera is weak.,2024-08-22,Vihaan X.,True,65
R0003781,P0001396,3,Comfort is solid,Comfort is mediocre and notifications is reliable.,2025-02-19,Karan Q.,False,99
R0003782,P0000490,5,Display is poor,Display is underwhelming and noise cancellation is inconsistent.,2025-11-14,Sara W.,Yes,238
R0003783,P0000570,2,Wi-fi range is great,Wi-fi range is mediocre and fit is excellent.,2025-04-19,Vikram H.,1,60
R0003784,P0001203,3,Hdr is mediocre,Hdr is mediocre and Bluetooth connectivity is solid.,2025-07-13,Ira E.,True,92
R0003785,P0001062,4,Video stabilization is mediocre,Video stabilization is reliable and build quality is reliable.,2025-08-30,Meera C.,True,146
R0003786,P0000463,4,Contrast is mediocre,Contrast is excellent and HDR is excellent.,2024-07-27,Rahul X.,True,51
R0003787,P0001915,1,Wi-fi range is impressive,Wi-fi range is top-notch and display is inconsistent.,2024-07-13,Sneha M.,False,93
R0003788,P0000238,4,Image quality is solid,Image quality is underwhelming and port selection is inconsistent.,2023-05-21,Sara A.,True,201
R0003789,P0000161,3,Camera is great,Camera is reliable and HDR is solid.,2025-08-10,Meera P.,Yes,210
R0003790,P0000096,4,Image quality is impressive,Image quality is mediocre and display is inconsistent.,2023-08-11,Kavya P.,1,188
R0003791,P0000721,2,Performance is great,Performance is underwhelming and comfort is reliable.,2024-04-04,Aryan J.,Yes,115
R0003792,P0000386,3,Noise cancellation is solid,Noise cancellation is excellent and Wi-Fi range is solid.,2023-07-02,Ritu M.,1,108
R0003793,P0000521,4,Hdr is mediocre,Hdr is reliable and port selection is weak.,2023-10-30,Sneha I.,Yes,168
R0003794,P0000015,4,Battery life is solid,Battery life is excellent and heart rate accuracy is reliable.,2023-08-26,Anaya P.,1,48
R0003795,P0000376,3,Performance is poor,Performance is reliable and notifications is weak.,2025-03-10,Meera N.,0,20
R0003796,P0001168,2,Battery life is great,Battery life is top-notch and notifications is reliable.,2024-09-11,Vihaan J.,Yes,120
R0003797,P0000261,5,Port selection is great,Port selection is excellent and image quality is solid.,2023-04-06,Aditi E.,True,114
R0003798,P0000587,3,Contrast is mediocre,Contrast is excellent and display is weak.,2023-06-24,Meera Y.,False,167
R0003799,P0001958,5,Port selection is great,Port selection is mediocre and software is solid.,2025-08-30,Priya J.,Yes,172
R0003800,P0000562,2,Battery life is impressive,Battery life is top-notch and video stabilization is weak.,2025-05-31,Farhan N.,No,34
R0003801,P0001111,3,Performance is great,Performance is reliable and display is excellent.,2024-09-03,Vikram J.,No,124
R0003802,P0001470,5,Battery life is great,Battery life is mediocre and heart rate accuracy is solid.,2023-06-09,Kavya L.,1,185
R0003803,P0001909,5,Image quality is mediocre,Image quality is mediocre and software is reliable.,2025-05-13,Meera C.,Yes,236
R0003804,P0000406,3,Fit is impressive,Fit is mediocre and battery life is solid.,2025-07-26,Priya W.,Yes,62
R0003805,P0000473,5,Battery life is poor,Battery life is excellent and camera is excellent.,2023-08-25,Aarav Z.,False,158
R0003806,P0000387,2,Build quality is mediocre,Build quality is mediocre and Bluetooth connectivity is excellent.,2023-01-21,Rahul D.,Yes,125
R0003807,P0000421,4,Hdr is mediocre,Hdr is excellent and software is weak.,2023-10-11,Rohan R.,Yes,8
R0003808,P0000160,3,Charging speed is solid,Charging speed is top-notch and contrast is inconsistent.,2025-10-13,Vikram B.,No,181
R0003809,P0001406,5,Camera is poor,Camera is excellent and port selection is solid.,2023-04-25,Rohan E.,Yes,232
R0003810,P0001110,4,Fit is solid,Fit is mediocre and Bluetooth connectivity is weak.,2024-06-16,Tanvi E.,1,115
R0003811,P0000442,5,Display is great,Display is top-notch and video stabilization is solid.,2023-04-20,Diya D.,True,187
R0003812,P0000693,4,Display is solid,Display is mediocre and charging speed is solid.,2024-03-09,Sara Y.,Yes,99
R0003813,P0001215,4,Heart rate accuracy is solid,Heart rate accuracy is underwhelming and build quality is excellent.,2023-06-24,Priya H.,0,27
R0003814,P0001834,4,Wi-fi range is great,Wi-fi range is excellent and heart rate accuracy is solid.,2023-05-24,Ira Z.,0,225
R0003815,P0001725,4,Bluetooth connectivity is impressive,Bluetooth connectivity is underwhelming and ergonomics is inconsistent.,2025-01-11,Ritu H.,1,133
R0003816,P0000681,4,Battery life is impressive,Battery life is top-notch and video stabilization is weak.,2024-09-09,Ira A.,Yes,147
R0003817,P0001448,5,Image quality is mediocre,Image quality is excellent and heart rate accuracy is inconsistent.,2023-01-02,Sara J.,No,109
R0003818,P0000390,5,Camera is poor,Camera is top-notch and port selection is weak.,2023-05-04,Sara Y.,0,195
R0003819,P0000168,2,Comfort is mediocre,Comfort is top-notch and battery life is solid.,2024-09-30,Ira Q.,Yes,26
R0003820,P0000082,1,Video stabilization is poor,Video stabilization is excellent and performance is weak.,2023-04-08,Aarav G.,0,153
R0003821,P0000533,3,Heart rate accuracy is great,Heart rate accuracy is excellent and display is reliable.,2023-10-29,Aarav U.,1,83
R0003822,P0000766,5,Display is solid,Display is reliable and ergonomics is solid.,2025-05-29,Nikhil H.,No,53
R0003823,P0000905,4,Port selection is mediocre,Port selection is mediocre and contrast is solid.,2024-04-22,Aarav J.,True,221
R0003824,P0001352,4,Ergonomics is poor,Ergonomics is underwhelming and fit is excellent.,2025-02-10,Vihaan J.,1,118
R0003825,P0000946,4,Camera is great,Camera is mediocre and noise cancellation is inconsistent.,2025-02-13,Rahul G.,Yes,90
R0003826,P0000228,5,Comfort is impressive,Comfort is excellent and HDR is weak.,2024-07-12,Aryan M.,True,147
R0003827,P0001590,4,Comfort is solid,Comfort is excellent and video stabilization is inconsistent.,2023-12-21,Nikhil U.,1,114
R0003828,P0000781,3,Port selection is mediocre,Port selection is mediocre and charging speed is solid.,2025-07-13,Rahul Z.,0,105
R0003829,P0000669,4,Display is mediocre,Display is excellent and fit is weak.,2023-02-11,Sneha J.,0,134
R0003830,P0001979,5,Port selection is solid,Port selection is reliable and software is reliable.,2025-03-05,Aditi X.,False,223
R0003831,P0000166,4,Fit is mediocre,Fit is top-notch and video stabilization is weak.,2024-02-10,Anaya T.,False,40
R0003832,P0001859,4,Comfort is poor,Comfort is underwhelming and HDR is excellent.,2024-10-22,Rohan H.,False,33
R0003833,P0001504,5,Charging speed is mediocre,Charging speed is top-notch and heart rate accuracy is reliable.,2024-05-10,Sara U.,True,98
R0003834,P0000423,3,Notifications is poor,Notifications is excellent and Wi-Fi range is excellent.,2023-10-21,Nikhil E.,No,15
R0003835,P0001431,4,Software is poor,Software is underwhelming and noise cancellation is reliable.,2023-02-23,Ritu V.,0,99
R0003836,P0001528,3,Software is solid,Software is top-notch and contrast is inconsistent.,2024-03-13,Karan N.,Yes,127
R0003837,P0000030,4,Noise cancellation is impressive,Noise cancellation is mediocre and comfort is solid.,2023-11-18,Rohan B.,True,117
R0003838,P0001485,5,Image quality is great,Image quality is reliable and fit is inconsistent.,2023-09-20,Sara O.,0,33
R0003839,P0000928,5,Notifications is solid,Notifications is reliable and build quality is inconsistent.,2023-10-22,Vikram J.,0,61
R0003840,P0001125,5,Build quality is impressive,Build quality is reliable and notifications is weak.,2023-10-30,Meera N.,True,33
R0003841,P0000361,4,Fit is solid,Fit is underwhelming and heart rate accuracy is excellent.,2025-02-26,Aditi X.,True,61
R0003842,P0001468,4,Hdr is impressive,Hdr is underwhelming and noise cancellation is reliable.,2024-07-26,Tanvi F.,No,147
R0003843,P0001432,3,Contrast is poor,Contrast is mediocre and comfort is weak.,2023-04-05,Sneha Z.,1,84
R0003844,P0000620,4,Charging speed is solid,Charging speed is reliable and fit is solid.,2023-08-01,Vihaan C.,1,115
R0003845,P0001886,3,Fit is impressive,Fit is top-notch and ergonomics is excellent.,2023-10-03,Vikram C.,True,202
R0003846,P0000564,5,Comfort is solid,Comfort is excellent and notifications is reliable.,2025-08-02,Sara L.,True,124
R0003847,P0001228,3,Comfort is solid,Comfort is excellent and noise cancellation is excellent.,2023-11-21,Farhan O.,Yes,121
R0003848,P0000662,2,Heart rate accuracy is poor,Heart rate accuracy is reliable and noise cancellation is reliable.,2025-08-26,Sneha F.,False,45
R0003849,P0001667,2,Noise cancellation is impressive,Noise cancellation is reliable and comfort is weak.,2025-06-05,Farhan H.,1,94
