product_id,product_title,brand,category,subtype,price,sku_asin,seller_external_id
P0000531,Samsung X3 Monitor,Samsung,Electronics,Monitor,1003.19,B9V0PI55RJ,S0000001
P0000532,Realme Neo Monitor,Realme,Electronics,Monitor,1177.05,B9DJ2CC1YC,S0000002
P0000533,Xiaomi X3 Speaker,Xiaomi,Electronics,Speaker,414.88,BV7XYC8PWE,S0000003
P0000534,Netgear X2 32GB Tablet,Netgear,Electronics,Tablet,1381.28,BRH2A7AWQ8,S0000004
P0000535,Lenovo S2 TV,Lenovo,Electronics,TV,3940.77,BI9KUS172W,S0000005
P0000536,JBL Bolt Smartwatch,JBL,Electronics,Smartwatch,478.29,BZSSR69N39,S0000006
P0000537,Huawei Air 128GB Smartphone,Huawei,Electronics,Smartphone,440.63,BCYSKMQG7S,S0000007
P0000538,Amazfit Lite Smartwatch,Amazfit,Electronics,Smartwatch,542.98,BMNNSN0UUY,S0000008
P0000539,Vivo Go 256GB Laptop,Vivo,Electronics,Laptop,2896.16,B4WSQ9FEP2,S0000009
P0000540,Realme Neo Camera,Realme,Electronics,Camera,3548.75,BT93RUGK77,S0000010
P0000541,D-Link Go TV,D-Link,Electronics,TV,378.96,B5EWYQZXQH,S0000001
P0000542,Nokia Bolt Router,Nokia,Electronics,Router,99.32,BQ5LSVHUEZ,S0000002
P0000543,TP-Link Go Headphones,TP-Link,Electronics,Headphones,657.70,B4TJY93MZ8,S0000003
P0000544,Xiaomi Ultra 256GB Smartphone,Xiaomi,Electronics,Smartphone,213.28,BZ0V74IDDP,S0000004
P0000545,boAt Prime Speaker,boAt,Electronics,Speaker,586.50,BQFBFI4HUA,S0000005
P0000546,D-Link Lite TV,D-Link,Electronics,TV,3734.43,BRM38WMZKI,S0000006
P0000547,D-Link S1 Headphones,D-Link,Electronics,Headphones,363.22,BUNW00LRKT,S0000007
P0000548,Sennheiser S3 Camera,Sennheiser,Electronics,Camera,998.95,B492YGHTO2,S0000008
P0000549,Nikon X3 Earbuds,Nikon,Electronics,Earbuds,69.68,BQCRI6EMVZ,S0000009
P0000550,Nikon Lite Router,Nikon,Electronics,Router,211.36,B6I8PEDU5U,S0000010
P0000551,Motorola Neo 64GB Tablet,Motorola,Electronics,Tablet,457.49,B38PBH6SL1,S0000001
P0000552,Netgear S3 128GB Laptop,Netgear,Electronics,Laptop,1127.66,B0WFIOONQJ,S0000002
P0000553,Marshall Air 32GB Tablet,Marshall,Electronics,Tablet,303.42,BVN1WT7640,S0000003
P0000554,Nokia Air Speaker,Nokia,Electronics,Speaker,171.49,B3FDBKOMRW,S0000004
P0000555,Marshall Go 128GB Laptop,Marshall,Electronics,Laptop,3782.66,BQS348F6L8,S0000005
P0000556,Apple Prime Headphones,Apple,Electronics,Headphones,641.74,B4FO7WZ8C3,S0000006
P0000557,Nokia Ultra Smartwatch,Nokia,Electronics,Smartwatch,979.91,BBUR15L3ZA,S0000007
P0000558,Garmin S2 Speaker,Garmin,Electronics,Speaker,117.56,BMBZUA1GQF,S0000008
P0000559,OPPO S1 TV,OPPO,Electronics,TV,4299.05,B1N7GKO6KM,S0000009
P0000560,TP-Link S2 Router,TP-Link,Electronics,Router,344.68,B98A8X702Z,S0000010
P0000561,HP Go Speaker,HP,Electronics,Speaker,753.98,BSCAQ1RJST,S0000001
P0000562,Dell Z3 Earbuds,Dell,Electronics,Earbuds,219.46,BZ96LIZR6M,S0000002
P0000563,Canon X2 Headphones,Canon,Electronics,Headphones,645.12,B84WFFW6L3,S0000003
P0000564,Dell X3 128GB Smartphone,Dell,Electronics,Smartphone,451.01,BKL77QIW8B,S0000004
P0000565,Audio-Technica S3 Monitor,Audio-Technica,Electronics,Monitor,158.60,BSD7PQURLU,S0000005
P0000566,D-Link Neo 64GB Laptop,D-Link,Electronics,Laptop,3207.20,BPW8XLNXL6,S0000006
P0000567,Audio-Technica S3 Smartwatch,Audio-Technica,Electronics,Smartwatch,272.83,BQMSOEF875,S0000007
P0000568,GoPro Prime TV,GoPro,Electronics,TV,3033.21,BG2T9964NY,S0000008
P0000569,boAt Prime TV,boAt,Electronics,TV,2611.03,B9MBP76Y5H,S0000009
P0000570,Nikon S3 Router,Nikon,Electronics,Router,71.52,BID0A2UBLW,S0000010
P0000571,Nikon Bolt Smartwatch,Nikon,Electronics,Smartwatch,1198.13,BZARSTUDR1,S0000001
P0000572,Apple M3 64GB Smartphone,Apple,Electronics,Smartphone,1990.31,BPU6EQCDHZ,S0000002
P0000573,MSI X1 TV,MSI,Electronics,TV,4561.12,BZABHO42YE,S0000003
P0000574,Dell Ultra Camera,Dell,Electronics,Camera,2390.23,BUR8KAG7G4,S0000004
P0000575,GoPro Lite Monitor,GoPro,Electronics,Monitor,1408.26,BY04M6LE23,S0000005
P0000576,Nokia X3 Speaker,Nokia,Electronics,Speaker,735.82,B8EIMDQVQ7,S0000006
P0000577,Apple Bolt Smartwatch,Apple,Electronics,Smartwatch,794.74,BZEB9W0DPZ,S0000007
P0000578,Huawei X2 TV,Huawei,Electronics,TV,4092.35,BE7CZEES98,S0000008
P0000579,Nokia S3 Monitor,Nokia,Electronics,Monitor,731.32,BKUKEXXIT0,S0000009
P0000580,Sony Lite TV,Sony,Electronics,TV,4226.91,BKC9DMMGMR,S0000010
P0000581,ASUS Pro Earbuds,ASUS,Electronics,Earbuds,356.36,BCG1JINQ3H,S0000001
P0000582,OPPO M3 512GB Tablet,OPPO,Electronics,Tablet,687.82,BIH0BM94M9,S0000002
P0000583,Apple S1 Camera,Apple,Electronics,Camera,1169.89,B8LSV5FAH1,S0000003
P0000584,Vivo Prime TV,Vivo,Electronics,TV,3948.90,BC7DC6RJXV,S0000004
P0000585,LG Ultra Speaker,LG,Electronics,Speaker,490.48,BMVSNV2QTG,S0000005
P0000586,Sony Air Router,Sony,Electronics,Router,273.29,BMRITB1Z3Z,S0000006
P0000587,Nokia Bolt Headphones,Nokia,Electronics,Headphones,672.46,B5IHY4UH91,S0000007
P0000588,Realme Pro TV,Realme,Electronics,TV,2394.94,BGWECCOYBW,S0000008
P0000589,Canon Pro 256GB Smartphone,Canon,Electronics,Smartphone,1070.52,BPZ1Q88N6S,S0000009
P0000590,MSI S1 Monitor,MSI,Electronics,Monitor,927.04,B3KXPHMY76,S0000010
P0000591,Xiaomi Neo Smartwatch,Xiaomi,Electronics,Smartwatch,981.63,BIJQZHHCC3,S0000001
P0000592,Samsung Bolt 128GB Tablet,Samsung,Electronics,Tablet,455.29,BQFPCF3LHJ,S0000002
P0000593,OPPO M3 TV,OPPO,Electronics,TV,2371.33,BAMNUV12C2,S0000003
P0000594,Boult Prime Router,Boult,Electronics,Router,274.09,BZ1CGB95E9,S0000004
P0000595,Samsung Ultra 32GB Laptop,Samsung,Electronics,Laptop,894.65,BVMFPKKGEK,S0000005
P0000596,ASUS Prime 32GB Laptop,ASUS,Electronics,Laptop,2219.06,BSWBTZ5Q7K,S0000006
P0000597,TP-Link Z3 Earbuds,TP-Link,Electronics,Earbuds,163.18,BPRVM1O3V0,S0000007
P0000598,Vivo Pro 512GB Laptop,Vivo,Electronics,Laptop,2771.09,BA97N5YZOY,S0000008
P0000599,Vivo Go Router,Vivo,Electronics,Router,240.27,BMWURI7KE9,S0000009
P0000600,Netgear Edge 256GB Tablet,Netgear,Electronics,Tablet,1100.34,BHF8CRQPX6,S0000010
P0000601,Marshall S3 Router,Marshall,Electronics,Router,45.33,BOY3BDZN2M,S0000001
P0000602,JBL Z3 Camera,JBL,Electronics,Camera,2906.77,BLGRD1O3AL,S0000002
P0000603,Huawei S2 Camera,Huawei,Electronics,Camera,4721.82,BRLA2JA5HE,S0000003
P0000604,Xiaomi Go 64GB Tablet,Xiaomi,Electronics,Tablet,277.78,B5AGGRQZM9,S0000004
P0000605,Sony Neo 32GB Tablet,Sony,Electronics,Tablet,1155.33,B8J4DWOJST,S0000005
P0000606,ASUS Neo Smartwatch,ASUS,Electronics,Smartwatch,460.23,BXC4WN0CDF,S0000006
P0000607,Lenovo X2 64GB Tablet,Lenovo,Electronics,Tablet,995.93,BVSRNZE0Z6,S0000007
P0000608,Canon Z3 Headphones,Canon,Electronics,Headphones,129.12,BPYQY3SFZ1,S0000008
P0000609,ASUS X1 Headphones,ASUS,Electronics,Headphones,325.00,B1YP23WE65,S0000009
P0000610,Lenovo Ultra 512GB Smartphone,Lenovo,Electronics,Smartphone,438.90,B41KEE2IOL,S0000010
P0000611,Marshall Ultra Router,Marshall,Electronics,Router,212.40,BEERIKB7FQ,S0000001
P0000612,TP-Link M3 128GB Smartphone,TP-Link,Electronics,Smartphone,432.64,BRG32ECDFD,S0000002
P0000613,TP-Link Z3 Smartwatch,TP-Link,Electronics,Smartwatch,258.47,BGZHS5DC7P,S0000003
P0000614,Netgear S3 64GB Tablet,Netgear,Electronics,Tablet,951.54,BIE3BACGEG,S0000004
P0000615,Sony Lite Earbuds,Sony,Electronics,Earbuds,212.07,BHH8GB6E3S,S0000005
P0000616,Motorola M3 256GB Smartphone,Motorola,Electronics,Smartphone,385.32,BWVQ811TV2,S0000006
P0000617,HP Ultra 512GB Tablet,HP,Electronics,Tablet,826.82,B5WMH7SH49,S0000007
P0000618,Garmin Lite Smartwatch,Garmin,Electronics,Smartwatch,881.40,BJVNK3XKBZ,S0000008
P0000619,OPPO Prime TV,OPPO,Electronics,TV,562.72,B9G505DB40,S0000009
P0000620,HP Edge Headphones,HP,Electronics,Headphones,210.60,BGGS9EJ0C2,S0000010
P0000621,Vivo Bolt 512GB Smartphone,Vivo,Electronics,Smartphone,1734.96,BW3HGUQDED,S0000001
P0000622,MSI Lite Earbuds,MSI,Electronics,Earbuds,396.24,BFAYD57ERW,S0000002
P0000623,Garmin Air Headphones,Garmin,Electronics,Headphones,512.68,BZ8V5JP8CQ,S0000003
P0000624,Canon Z3 512GB Smartphone,Canon,Electronics,Smartphone,793.16,B8I0LT2UMQ,S0000004
P0000625,Sony Lite Headphones,Sony,Electronics,Headphones,109.88,BXHUMDZ9J9,S0000005
P0000626,Redmi X1 32GB Smartphone,Redmi,Electronics,Smartphone,1825.85,BO42GAY22U,S0000006
P0000627,Redmi Z3 32GB Tablet,Redmi,Electronics,Tablet,645.76,BD5BHC4XSE,S0000007
P0000628,Dell M3 512GB Laptop,Dell,Electronics,Laptop,949.14,B9JGCWRQSQ,S0000008
P0000629,Nokia Edge Earbuds,Nokia,Electronics,Earbuds,43.24,BALCWHD5SM,S0000009
P0000630,Huawei Neo Headphones,Huawei,Electronics,Headphones,79.69,BRZFB6NUAA,S0000010
P0000631,Realme Edge Smartwatch,Realme,Electronics,Smartwatch,772.94,BZ3YUR4R07,S0000001
P0000632,MSI S2 TV,MSI,Electronics,TV,1169.32,BFIR92DM6V,S0000002
P0000633,Audio-Technica Edge Earbuds,Audio-Technica,Electronics,Earbuds,311.59,BPOKHI7X4E,S0000003
P0000634,D-Link Ultra Headphones,D-Link,Electronics,Headphones,560.45,BRP5OTBOX9,S0000004
P0000635,Canon Prime Speaker,Canon,Electronics,Speaker,557.05,BNNQ54GB17,S0000005
P0000636,Motorola S3 64GB Tablet,Motorola,Electronics,Tablet,1259.26,BLXN0KSNW3,S0000006
P0000637,LG Neo 512GB Laptop,LG,Electronics,Laptop,1210.83,BCV6TYINX6,S0000007
P0000638,Garmin Go 512GB Smartphone,Garmin,Electronics,Smartphone,318.27,BZ0PY1HUZL,S0000008
P0000639,JBL Bolt Earbuds,JBL,Electronics,Earbuds,29.10,BQH485EG96,S0000009
P0000640,Nikon S3 Router,Nikon,Electronics,Router,338.86,BEUBOB7K4F,S0000010
P0000641,Xiaomi X3 256GB Tablet,Xiaomi,Electronics,Tablet,1180.81,B3LTSBU6V9,S0000001
P0000642,Motorola Z3 Camera,Motorola,Electronics,Camera,3251.69,B774RG1ENZ,S0000002
P0000643,HP Go Speaker,HP,Electronics,Speaker,174.52,BSVHQ3FG49,S0000003
P0000644,Netgear Edge Monitor,Netgear,Electronics,Monitor,534.70,BMMN5E3EGT,S0000004
P0000645,MSI Prime Smartwatch,MSI,Electronics,Smartwatch,901.41,B7MX2V3AYD,S0000005
P0000646,Dell Ultra Earbuds,Dell,Electronics,Earbuds,143.14,BUMN0DT9X8,S0000006
P0000647,ASUS X2 Monitor,ASUS,Electronics,Monitor,965.13,BW4AGUQKHX,S0000007
P0000648,D-Link S3 Monitor,D-Link,Electronics,Monitor,1985.34,BNHTL89Z0J,S0000008
P0000649,D-Link Go Headphones,D-Link,Electronics,Headphones,198.36,BAZD8TJPX7,S0000009
P0000650,Audio-Technica Bolt Smartwatch,Audio-Technica,Electronics,Smartwatch,205.32,BP13NRBJEP,S0000010
P0000651,Audio-Technica X3 Router,Audio-Technica,Electronics,Router,111.61,BU281TRVQZ,S0000001
P0000652,Lenovo Bolt Speaker,Lenovo,Electronics,Speaker,470.34,BG3KQS3RF8,S0000002
P0000653,Huawei X3 Speaker,Huawei,Electronics,Speaker,104.16,B580TK4341,S0000003
P0000654,MSI M3 Earbuds,MSI,Electronics,Earbuds,362.05,BZT8F4T91Z,S0000004
P0000655,Boult X2 TV,Boult,Electronics,TV,3739.06,BUHVE9ZQI2,S0000005
P0000656,Motorola Prime Monitor,Motorola,Electronics,Monitor,210.90,BSANPF29YG,S0000006
P0000657,Samsung Edge Router,Samsung,Electronics,Router,46.59,B3TO62TF3R,S0000007
P0000658,Lenovo Lite Monitor,Lenovo,Electronics,Monitor,1119.12,BQ1Z48MAAH,S0000008
P0000659,Nokia Go Router,Nokia,Electronics,Router,120.45,B9B4SG2IYO,S0000009
P0000660,Marshall Z3 TV,Marshall,Electronics,TV,4119.33,BMHTMUZ3G6,S0000010
P0000661,Canon X1 Speaker,Canon,Electronics,Speaker,142.11,B7XK8CMWCB,S0000001
P0000662,Netgear Pro Router,Netgear,Electronics,Router,264.34,BQ5LKE97R6,S0000002
P0000663,OPPO M3 Smartwatch,OPPO,Electronics,Smartwatch,832.71,B7BOYBR2J2,S0000003
P0000664,Motorola X1 TV,Motorola,Electronics,TV,2715.91,BLAIO5ITI5,S0000004
P0000665,Redmi Bolt Monitor,Redmi,Electronics,Monitor,267.05,B4SAEJ13WI,S0000005
P0000666,Boult S2 Smartwatch,Boult,Electronics,Smartwatch,205.62,BPIO7GPDL2,S0000006
P0000667,Audio-Technica X2 Camera,Audio-Technica,Electronics,Camera,1607.95,BHRRL76L44,S0000007
P0000668,Marshall Go Earbuds,Marshall,Electronics,Earbuds,94.61,BB2B0SPKR7,S0000008
P0000669,Lenovo X1 TV,Lenovo,Electronics,TV,1509.57,B05N7A9VC7,S0000009
P0000670,Marshall Z3 Speaker,Marshall,Electronics,Speaker,270.15,BXUNVOG1CB,S0000010
P0000671,HP Z3 Smartwatch,HP,Electronics,Smartwatch,1106.00,BSW3N33386,S0000001
P0000672,Nokia S3 Headphones,Nokia,Electronics,Headphones,574.89,BW2EDYV0BQ,S0000002
P0000673,Huawei Bolt Camera,Huawei,Electronics,Camera,1669.14,B4WX1EJARI,S0000003
P0000674,OPPO Go TV,OPPO,Electronics,TV,4646.73,BTNXSOHO3L,S0000004
P0000675,Boult Ultra 32GB Smartphone,Boult,Electronics,Smartphone,623.95,B2XPM4A4FH,S0000005
P0000676,Canon Z3 Camera,Canon,Electronics,Camera,3853.12,BSHZMUGXDN,S0000006
P0000677,Canon Z3 TV,Canon,Electronics,TV,4299.41,BQJ7TXT9NU,S0000007
P0000678,Canon Pro TV,Canon,Electronics,TV,3067.50,BBJEYBZ7Y2,S0000008
P0000679,Motorola Air Camera,Motorola,Electronics,Camera,1932.34,BDDI6GXUY6,S0000009
P0000680,Sony Neo Router,Sony,Electronics,Router,216.97,BHGHYJODZ5,S0000010
P0000681,Marshall M3 Smartwatch,Marshall,Electronics,Smartwatch,981.24,B69UUAF52G,S0000001
P0000682,Sennheiser Ultra Speaker,Sennheiser,Electronics,Speaker,121.44,BA5P7D2CWT,S0000002
P0000683,Realme X2 Headphones,Realme,Electronics,Headphones,468.93,BJIWQSPNQ8,S0000003
P0000684,Boult Bolt Earbuds,Boult,Electronics,Earbuds,103.69,BA833Y51QK,S0000004
P0000685,Huawei M3 256GB Laptop,Huawei,Electronics,Laptop,1148.91,BJWD5Y1X65,S0000005
P0000686,HP S1 Speaker,HP,Electronics,Speaker,222.68,BPK54YSP9H,S0000006
P0000687,Motorola Neo 512GB Tablet,Motorola,Electronics,Tablet,932.57,B7GDJ7O973,S0000007
P0000688,Netgear X2 TV,Netgear,Electronics,TV,3423.06,BAKG025ITA,S0000008
P0000689,Sennheiser Edge 256GB Smartphone,Sennheiser,Electronics,Smartphone,1728.77,B5D1GEJ4YP,S0000009
P0000690,Motorola Neo Speaker,Motorola,Electronics,Speaker,490.19,BAY2XQFR7P,S0000010
P0000691,Motorola Z3 TV,Motorola,Electronics,TV,753.14,BV80QRMXOA,S0000001
P0000692,Sennheiser Prime Smartwatch,Sennheiser,Electronics,Smartwatch,378.86,BQBM5UF8TU,S0000002
P0000693,Canon M3 TV,Canon,Electronics,TV,1846.08,B435NY1HTR,S0000003
P0000694,Motorola X2 TV,Motorola,Electronics,TV,352.78,B3GP76SFL8,S0000004
P0000695,D-Link Air 32GB Tablet,D-Link,Electronics,Tablet,1210.81,BHV584GLIS,S0000005
P0000696,Marshall S2 Router,Marshall,Electronics,Router,393.33,BD0LGBV785,S0000006
P0000697,Huawei Z3 TV,Huawei,Electronics,TV,4221.40,BPV9U4YOBD,S0000007
P0000698,MSI M3 TV,MSI,Electronics,TV,1857.56,BV5W6GX7AR,S0000008
P0000699,Nokia S2 Camera,Nokia,Electronics,Camera,2189.88,BH4X07YG2T,S0000009
P0000700,Lenovo X3 Router,Lenovo,Electronics,Router,356.06,BQSY5TCQ3Z,S0000010
P0000701,Motorola Bolt 512GB Smartphone,Motorola,Electronics,Smartphone,1018.73,B4W2136KDY,S0000001
P0000702,boAt Pro 64GB Smartphone,boAt,Electronics,Smartphone,1477.91,BAUDHD4FGC,S0000002
P0000703,JBL X1 32GB Laptop,JBL,Electronics,Laptop,3978.83,BTR65XR7SK,S0000003
P0000704,Apple M3 Router,Apple,Electronics,Router,104.90,BF2THI7XAO,S0000004
P0000705,Lenovo Lite 32GB Laptop,Lenovo,Electronics,Laptop,3135.37,BTZHWTIVZ6,S0000005
P0000706,Sennheiser M3 Smartwatch,Sennheiser,Electronics,Smartwatch,462.18,B2J10WMXVF,S0000006
P0000707,TP-Link Z3 128GB Tablet,TP-Link,Electronics,Tablet,853.99,BZLJW60XPD,S0000007
P0000708,Nikon S3 Smartwatch,Nikon,Electronics,Smartwatch,942.90,B51TC40PPC,S0000008
P0000709,Canon S1 Monitor,Canon,Electronics,Monitor,366.05,B2RQOEAGHL,S0000009
P0000710,Nokia M3 Headphones,Nokia,Electronics,Headphones,542.33,BATWSMG93Z,S0000010
P0000711,Audio-Technica S1 256GB Smartphone,Audio-Technica,Electronics,Smartphone,1996.07,BXUBOXRE3M,S0000001
P0000712,LG Bolt Camera,LG,Electronics,Camera,394.33,BOBH31NJKD,S0000002
P0000713,OnePlus Lite 32GB Laptop,OnePlus,Electronics,Laptop,2958.20,BLUSWA4TQ4,S0000003
P0000714,Canon M3 Earbuds,Canon,Electronics,Earbuds,396.71,BX74OED7E4,S0000004
P0000715,Sony S3 Earbuds,Sony,Electronics,Earbuds,242.91,BJYI7O1IDY,S0000005
P0000716,Netgear M3 Headphones,Netgear,Electronics,Headphones,277.31,BXS363DYLG,S0000006
P0000717,OPPO S3 Camera,OPPO,Electronics,Camera,1023.73,B7FAAGPOAK,S0000007
P0000718,Audio-Technica Z3 Earbuds,Audio-Technica,Electronics,Earbuds,170.18,BACOE0KWCW,S0000008
P0000719,JBL Pro Router,JBL,Electronics,Router,51.48,BNPO3GX7PZ,S0000009
P0000720,Redmi Ultra TV,Redmi,Electronics,TV,1883.20,BAQ8Y707EU,S0000010
P0000721,Audio-Technica S2 Camera,Audio-Technica,Electronics,Camera,4348.45,B7OFJVH6AR,S0000001
P0000722,Garmin S3 Speaker,Garmin,Electronics,Speaker,329.36,B1GE7AU1HK,S0000002
P0000723,Vivo Bolt Speaker,Vivo,Electronics,Speaker,459.71,B7ZM39MKID,S0000003
P0000724,Xiaomi S1 Speaker,Xiaomi,Electronics,Speaker,274.28,BR3EI6HPY1,S0000004
P0000725,HP S2 Router,HP,Electronics,Router,303.92,BU9YCI7FVO,S0000005
P0000726,Canon M3 32GB Tablet,Canon,Electronics,Tablet,242.93,BNN6V43KT8,S0000006
P0000727,Boult S3 Earbuds,Boult,Electronics,Earbuds,171.16,B07IA017JB,S0000007
P0000728,Nokia Pro Monitor,Nokia,Electronics,Monitor,1648.20,BLQ4BOKF3K,S0000008
P0000729,boAt Z3 128GB Laptop,boAt,Electronics,Laptop,1193.52,BV3MHSGE6G,S0000009
P0000730,ASUS S3 Router,ASUS,Electronics,Router,79.47,BDYD7PV0KG,S0000010
P0000731,Vivo X1 64GB Laptop,Vivo,Electronics,Laptop,834.99,BXJ0JCFLW5,S0000001
P0000732,OPPO X3 256GB Tablet,OPPO,Electronics,Tablet,1257.74,BBV54AI9BO,S0000002
P0000733,OnePlus S1 512GB Laptop,OnePlus,Electronics,Laptop,2582.94,B1XLDUYB68,S0000003
P0000734,Apple Air 512GB Smartphone,Apple,Electronics,Smartphone,854.98,BJA71KAKE9,S0000004
P0000735,Audio-Technica X1 Speaker,Audio-Technica,Electronics,Speaker,240.07,BOXP6EDQRT,S0000005
P0000736,D-Link X3 Monitor,D-Link,Electronics,Monitor,399.26,B4SZUR1N69,S0000006
P0000737,TP-Link M3 TV,TP-Link,Electronics,TV,1316.87,B6SE44YR0P,S0000007
P0000738,JBL Ultra 32GB Laptop,JBL,Electronics,Laptop,1672.39,BGYVHQ0L47,S0000008
P0000739,Canon Prime Headphones,Canon,Electronics,Headphones,351.64,BGSJZ1BJRF,S0000009
P0000740,Nokia Go Smartwatch,Nokia,Electronics,Smartwatch,1041.83,BSYPD110L3,S0000010
P0000741,GoPro Edge Monitor,GoPro,Electronics,Monitor,500.61,B38P8ZOOZP,S0000001
P0000742,Audio-Technica X3 Speaker,Audio-Technica,Electronics,Speaker,694.54,BTMV7IZYMM,S0000002
P0000743,Realme Prime Router,Realme,Electronics,Router,217.69,BULI5QFGXB,S0000003
P0000744,boAt Edge Earbuds,boAt,Electronics,Earbuds,311.38,BJDRVUUT5J,S0000004
P0000745,Apple S2 64GB Smartphone,Apple,Electronics,Smartphone,1310.09,B5E8QQ3E61,S0000005
P0000746,Amazfit Prime Earbuds,Amazfit,Electronics,Earbuds,133.49,B0OO26JBHG,S0000006
P0000747,Audio-Technica Neo 64GB Tablet,Audio-Technica,Electronics,Tablet,448.92,B9AEGBG72F,S0000007
P0000748,Garmin X2 Router,Garmin,Electronics,Router,115.89,BTTNBKSBZB,S0000008
P0000749,Lenovo X3 Speaker,Lenovo,Electronics,Speaker,597.30,BGO7Y0VACV,S0000009
P0000750,Canon M3 Router,Canon,Electronics,Router,167.78,BG0ZNTJUU6,S0000010
P0000751,Redmi S1 Headphones,Redmi,Electronics,Headphones,270.82,BZG8DLS4TP,S0000001
P0000752,Apple X1 TV,Apple,Electronics,TV,778.27,BYA77M5XW4,S0000002
P0000753,JBL S1 Speaker,JBL,Electronics,Speaker,330.31,BHZWS1SMR1,S0000003
P0000754,Xiaomi Z3 TV,Xiaomi,Electronics,TV,1707.40,B1MHSILSF3,S0000004
P0000755,Huawei Z3 Camera,Huawei,Electronics,Camera,2454.22,BYB0RMWQPX,S0000005
P0000756,JBL Air TV,JBL,Electronics,TV,4811.16,BOQSEQO3HY,S0000006
P0000757,boAt Lite Smartwatch,boAt,Electronics,Smartwatch,727.03,BFWSYSRGNX,S0000007
P0000758,Amazfit S1 Smartwatch,Amazfit,Electronics,Smartwatch,354.28,BONDYKR9QC,S0000008
P0000759,Garmin S3 64GB Smartphone,Garmin,Electronics,Smartphone,1785.42,BYWM5H7WCE,S0000009
P0000760,Netgear Lite 512GB Smartphone,Netgear,Electronics,Smartphone,515.25,BRF3BKS7N1,S0000010
P0000761,Nokia Bolt Camera,Nokia,Electronics,Camera,2219.30,B95WROTF2B,S0000001
P0000762,ASUS Pro 32GB Smartphone,ASUS,Electronics,Smartphone,719.90,BAIXJ5P1EV,S0000002
P0000763,MSI S3 Monitor,MSI,Electronics,Monitor,557.68,BA705PYCJ6,S0000003
P0000764,Redmi X3 Speaker,Redmi,Electronics,Speaker,482.33,BMMPJK18I9,S0000004
P0000765,OPPO X3 Smartwatch,OPPO,Electronics,Smartwatch,607.91,BV80NA8NT5,S0000005
P0000766,Huawei Ultra Smartwatch,Huawei,Electronics,Smartwatch,932.57,BRRM6V02DD,S0000006
P0000767,JBL X2 256GB Laptop,JBL,Electronics,Laptop,563.12,B9ESWXOT39,S0000007
P0000768,Huawei Go Earbuds,Huawei,Electronics,Earbuds,352.75,BUT4277SGD,S0000008
P0000769,Nokia S1 Router,Nokia,Electronics,Router,374.34,B4JVF5PR6A,S0000009
P0000770,MSI Bolt Router,MSI,Electronics,Router,80.78,BU0EQM51IP,S0000010
P0000771,Netgear Z3 Headphones,Netgear,Electronics,Headphones,258.56,BCMWFOE11M,S0000001
P0000772,LG Prime Headphones,LG,Electronics,Headphones,661.51,BZ9C9SS34W,S0000002
P0000773,Dell X2 Camera,Dell,Electronics,Camera,2181.90,B9TBQU1KMS,S0000003
P0000774,Nokia X3 Headphones,Nokia,Electronics,Headphones,311.91,B8NHKWPHJM,S0000004
P0000775,LG Edge Earbuds,LG,Electronics,Earbuds,293.58,BSUD3Y8JHP,S0000005
P0000776,Xiaomi Lite 256GB Smartphone,Xiaomi,Electronics,Smartphone,1945.53,BBU0FOLMUV,S0000006
P0000777,OPPO X2 Monitor,OPPO,Electronics,Monitor,1370.86,B6JFQYGV7W,S0000007
P0000778,MSI S2 512GB Tablet,MSI,Electronics,Tablet,738.19,BQIDI95JKC,S0000008
P0000779,Boult Z3 64GB Smartphone,Boult,Electronics,Smartphone,326.42,B0BCZU8QDZ,S0000009
P0000780,Realme Lite 128GB Smartphone,Realme,Electronics,Smartphone,299.17,BLNBH36RW0,S0000010
P0000781,Nikon S2 Camera,Nikon,Electronics,Camera,3949.47,BY87VA52YP,S0000001
P0000782,Xiaomi S1 Smartwatch,Xiaomi,Electronics,Smartwatch,762.47,BX087WAG4V,S0000002
P0000783,Marshall Bolt Smartwatch,Marshall,Electronics,Smartwatch,273.93,BYDVXRIPH4,S0000003
P0000784,D-Link Lite Headphones,D-Link,Electronics,Headphones,576.06,BQLDF9IBIL,S0000004
P0000785,Netgear X2 128GB Laptop,Netgear,Electronics,Laptop,768.37,BTRO0YW0PR,S0000005
P0000786,Motorola Prime Monitor,Motorola,Electronics,Monitor,1004.21,BOS4Q9MC5X,S0000006
P0000787,Lenovo X1 512GB Tablet,Lenovo,Electronics,Tablet,877.48,B3DOR32MW7,S0000007
P0000788,Audio-Technica Bolt TV,Audio-Technica,Electronics,TV,4228.77,BRLRPSGC7J,S0000008
P0000789,JBL Ultra 128GB Smartphone,JBL,Electronics,Smartphone,1121.20,B61N23FCEU,S0000009
P0000790,Amazfit Lite 32GB Laptop,Amazfit,Electronics,Laptop,3543.95,BLTR3KHPN9,S0000010
P0000791,Realme Pro 512GB Smartphone,Realme,Electronics,Smartphone,1456.85,BJADUQPE1S,S0000001
P0000792,ASUS Prime TV,ASUS,Electronics,TV,4696.11,BD9TR93CKP,S0000002
P0000793,Amazfit X2 TV,Amazfit,Electronics,TV,3751.19,BLT2BGK2UP,S0000003
P0000794,LG M3 Router,LG,Electronics,Router,341.25,B8QXNPHEO6,S0000004
P0000795,OPPO Neo Headphones,OPPO,Electronics,Headphones,305.46,BNBZ4W258H,S0000005
